443675,532188
274064,552662
265385,554080
347667,542359
31815,667449
181574,571447
961288,502321
365688,540215
987949,501318
932298,503441
27387,677244
746700,511702
492257,527970
147822,581324
57917,630986
838848,507334
678037,515376
27851,676131
850240,506829
818402,508254
131716,587015
850215,506835
904847,504530
189757,569381
392844,537218
470875,529762
925352,503712
285430,550878
454097,531235
823909,508004
318492,546113
766066,510731
261276,554776
421529,534290
694129,514479
120438,591499
213307,563950
854062,506663
365254,540264
165436,575873
662239,516282
289969,550182
847976,506934
546082,523817
413251,535114
975828,501768
361539,540702
235521,559436
224642,561578
736349,512230
328302,544809
35021,661331
307837,547579
474365,529459
873754,505820
73977,617221
827386,507846
670829,515792
326510,545035
309908,547286
400969,536364
884826,505353
718306,513176
28461,674700
599383,520151
253564,556112
284008,551094
343402,542877
446556,531922
992371,501161
961600,502309
696628,514343
919536,503946
894708,504945
892200,505052
358159,541098
448502,531746
832155,507637
920044,503925
926136,503676
416753,534758
254421,555967
92497,605152
826832,507874
660715,516372
689334,514747
160044,577468
814641,508426
969938,501994
242855,558048
76301,615518
472082,529654
587100,520965
99065,601544
498004,527504
709799,513625
707999,513717
20170,698135
285019,550937
266563,553892
981562,501558
846501,506992
333,1190801
209267,564830
9843,752611
996518,501008
410058,535427
432930,533189
848011,506930
966802,502111
983433,501487
160699,577268
504373,526990
832060,507641
392824,537215
443841,532166
440351,532493
745124,511777
13717,726393
661752,516313
70499,619876
436951,532815
424723,533974
21953,692225
262489,554568
716621,513265
907583,504426
60085,628883
837122,507413
971344,501941
947161,502856
139919,584022
68329,621625
666451,516039
731445,512482
953349,502620
183156,571043
845399,507046
651547,516911
20398,697345
861778,506332
629770,518230
801705,509027
189206,569513
737500,512169
719271,513116
479284,529046
136045,585402
896745,504861
891734,505068
684770,515000
865308,506185
379065,538703
503116,527091
621779,518718
209517,564776
677134,515424
987499,501341
197048,567614
329314,544674
236755,559197
357091,541227
520439,525734
213470,563912
956851,502491
702222,514033
404942,535956
178879,572153
689476,514735
691350,514631
866668,506129
370560,539657
739804,512052
71059,619442
624860,518535
261659,554715
366136,540161
166053,575699
601877,519991
153444,579502
279898,551730
379165,538692
423208,534126
675309,515527
145640,582051
691352,514628
917467,504027
284777,550977
81039,612236
161698,576979
616393,519058
767489,510662
156895,578432
427407,533715
254848,555885
737216,512183
897132,504852
203814,566052
270821,553190
135853,585476
778804,510112
784372,509848
305425,547922
733417,512376
732086,512449
540667,524216
702897,513997
628056,518329
640279,517588
422404,534205
10603,746570
746037,511734
839807,507294
457416,530939
479029,529065
341757,543091
620222,518825
251660,556452
561789,522697
497732,527522
724200,512864
489216,528218
415622,534868
624609,518549
847540,506954
432294,533250
400390,536422
961157,502320
139172,584285
421224,534316
579082,521502
74273,617001
701141,514088
374464,539220
217813,562986
358971,540996
88628,607425
288596,550390
285818,550813
538399,524386
809929,508646
738325,512127
955460,502536
163828,576344
826474,507892
376487,538988
102233,599906
114649,594003
52814,636342
434036,533083
804743,508881
98384,601906
856619,506560
220056,562518
844733,507079
150676,580388
558696,522918
621750,518720
207066,565322
135296,585678
932967,503405
604455,519823
579727,521463
244137,557814
706486,513801
711626,513524
853832,506675
497219,527563
59427,629512
564844,522487
623620,518604
242688,558078
125090,589592
363818,540433
686452,514902
656812,516595
489900,528156
386379,537906
542818,524053
243986,557842
693411,514515
488483,528272
896330,504882
336729,543722
728297,512648
604214,519841
153728,579414
595686,520399
540359,524241
245778,557512
924872,503731
509627,526578
528522,525123
3508,847708
522755,525556
895446,504923
44839,646068
45859,644716
463486,530405
398163,536655
894482,504960
619414,518875
966305,502130
990921,501213
835755,507475
548880,523619
453577,531283
474992,529411
80084,612880
737090,512194
50788,638639
979767,501621
792017,509484
665000,516123
86551,608695
462771,530470
589232,520822
891693,505073
592604,520595
209644,564742
42530,649270
554375,523227
803813,508930
334156,544043
175835,572971
868378,506052
658165,516521
278202,551996
966197,502127
627161,518388
296773,549166
311802,547028
843796,507119
702303,514033
563874,522554
33102,664911
191931,568842
543513,524007
506834,526795
868367,506053
847024,506972
678622,515343
876138,505727
571996,521985
598631,520199
213589,563893
625403,518498
726507,512739
689425,514739
332494,544265
411365,535303
242545,558111
315208,546556
797543,509220
93888,604372
858878,506455
124905,589667
449071,531694
235959,559346
642402,517455
720566,513048
705533,513859
603691,519871
488136,528303
157369,578286
63514,625731
666325,516042
619225,518884
443612,532187
597716,520258
96224,603070
86939,608451
40724,651930
460975,530626
268874,553509
270670,553215
363253,540501
384247,538138
762888,510893
377940,538834
278877,551891
176614,572756
860007,506413
944391,502968
608394,519572
225282,561451
45094,645729
333797,544091
625732,518477
995583,501038
506134,526854
238049,558953
557942,522973
530977,524939
634243,517950
177167,572617
85199,609542
953042,502631
523660,525485
999294,500903
840802,507247
961489,502313
471746,529686
380704,538524
911179,504276
334148,544047
478991,529066
325788,545134
335883,543827
426975,533761
749006,511583
667066,516001
607585,519624
674053,515600
188533,569676
565184,522465
172089,573989
87591,608053
907431,504425
8911,760842
928317,503591
757916,511139
718692,513154
315140,546567
728325,512646
353491,541648
638428,517696
628891,518281
877285,505673
620894,518779
385877,537960
423310,534114
633500,517998
884832,505361
883401,505417
999664,500895
708394,513698
548141,523668
756490,511206
987351,501341
766519,510706
591774,520648
833757,507564
843889,507109
925550,503699
74815,616599
646941,517188
354922,541482
256290,555639
634469,517943
930903,503495
134220,586072
282662,551305
986069,501395
123635,590177
123677,590165
481716,528842
423075,534138
866245,506146
93312,604698
783631,509881
317065,546305
502976,527104
141271,583546
71707,618939
617747,518976
581189,521363
193823,568383
682367,515132
352955,541713
351374,541906
505361,526910
905164,504519
128644,588189
267142,553788
158408,577966
482775,528755
628895,518283
485232,528548
563605,522575
111000,595656
115919,593446
365509,540238
959723,502375
938762,503185
930043,503521
970958,501957
913657,504177
68116,621791
989728,501254
567696,522289
820426,508164
54235,634795
291556,549939
124960,589647
403176,536131
405420,535900
410232,535418
815110,508404
213175,563975
83098,610880
998587,500935
513639,526264
129816,587734
1819,921852
287583,550540
299159,548821
860620,506387
529257,525060
586296,521018
953405,502617
441233,532411
986216,501387
781937,509958
461246,530596
735423,512278
146622,581723
839837,507289
510666,526495
935084,503328
737522,512168
303454,548205
992778,501146
60239,628740
939094,503175
794367,509371
501824,527190
459027,530799
884640,505364
512286,526365
835164,507500
307722,547591
160586,577305
735042,512301
493288,527888
110716,595786
306479,547773
318592,546090
179809,571912
200530,566800
314998,546581
197019,567623
301464,548488
237807,559001
131943,586924
882526,505450
468116,530004
711318,513542
156239,578629
965451,502163
992755,501149
437958,532716
739937,512047
614248,519197
391495,537357
62745,626419
688214,514807
75500,616092
883572,505413
558823,522911
759370,511062
173912,573490
891350,505090
727463,512694
164832,576052
812316,508530
540319,524244
698060,514258
69148,620953
471672,529695
159091,577754
428133,533654
89996,606609
711060,513558
779402,510082
203326,566156
798175,509188
667687,515964
636119,517834
137409,584914
217614,563035
556886,523039
667228,515992
672275,515709
325360,545188
172114,573986
13845,725686
